"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL80096";"";"None";"377.45";"0";"2.23";"32";"CN(C)c1ccc(C(=O)Oc2ccc3nc(S(N)(=O)=O)sc3c2)cc1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"19.13";"0.39";"4.99";"7.04";"0";"CHEMBL656575";"In vitro inhibitory activity against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"6E-8"
"CHEMBL2092886";"";"None";"283.35";"0";"-0.39";"S-1";"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"31.36";"0.76";"9.28";"7.76";"0";"CHEMBL656567";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation for 4 min at 37 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"1.3"
"CHEMBL80028";"";"None";"302.33";"0";"1.48";"44";"CCOC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1";"IC50";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"27.02";"0.59";"6.69";"7.52";"0";"CHEMBL656574";"In vitro inhibition of human Carbonic Anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"6.8E-9"
"CHEMBL101371";"";"None";"323.40";"0";"1.83";"11m";"NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1";"IC50";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"25.00";"0.53";"6.26";"8.23";"0";"CHEMBL656568";"Inhibition of human erythrocyte carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125519";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"8.2E-9"
"CHEMBL1788205";"";"None";"283.35";"0";"-0.39";"R-1";"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"28.85";"0.70";"8.56";"7.14";"0";"CHEMBL656566";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation at 3 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"6.7"
"CHEMBL590825";"";"None";"378.24";"None";"None";"1";"NCc1ccccn1.NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"17.25";"None";"None";"None";"0";"CHEMBL1073569";"Inhibition of hydratase-activity of human erythrocytes CA2 by CO2-hydration method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157726";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"0.3"
"CHEMBL590825";"";"None";"378.24";"None";"None";"1";"NCc1ccccn1.NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"17.28";"None";"None";"None";"0";"CHEMBL1066267";"Inhibition of esterase-activity of human erythrocytes CA2 by spectrophotometry";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157726";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"0.29"
"CHEMBL1276394";"";"None";"624.44";"1";"3.07";"6";"CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(I)c2)c1-c1ccccc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"11.69";"0.28";"4.23";"4.59";"0";"CHEMBL1285701";"Inhibition of human carbonic anhydrase 2 esterase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275267";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.05"
"CHEMBL1276018";"";"None";"686.73";"2";"3.71";"7b";"CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N/N=C(\C(C)=O)C(=O)c3ccccc3)c2)c1-c1ccccc1";"IC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"9.08";"0.18";"2.53";"2.86";"0";"CHEMBL1285701";"Inhibition of human carbonic anhydrase 2 esterase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275267";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.58"
"CHEMBL1276020";"";"None";"716.76";"2";"3.68";"7d";"CCOC(=O)/C(=N/Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)OCC)c2-c2ccccc2)c1)C(=O)c1ccccc1";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"8.69";"0.17";"2.55";"2.75";"0";"CHEMBL1285701";"Inhibition of human carbonic anhydrase 2 esterase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275267";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.59"
"CHEMBL1276394";"";"None";"624.44";"1";"3.07";"6";"CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(I)c2)c1-c1ccccc1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"11.03";"0.27";"3.82";"4.33";"0";"CHEMBL1285703";"Inhibition of human carbonic anhydrase 2 hydratase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275267";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.13"
"CHEMBL545057";"";"None";"441.00";"0";"1.78";"26a";"CCN(CC)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"19.89";"0.44";"6.27";"6.83";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"9E-9"
"CHEMBL123923";"";"None";"301.35";"0";"1.07";"22d";"Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1";"IC50";"'='";"4.2";"nM";"8.38";"";"";"UO_0000065";"27.80";"0.60";"7.31";"7.80";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"4.2E-9"
"CHEMBL540329";"";"None";"346.86";"0";"1.35";"16a";"CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl";"IC50";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"26.89";"0.57";"7.00";"9.35";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"4.5E-9"
"CHEMBL541087";"";"None";"388.94";"0";"2.52";"16d";"CCCCNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"22.47";"0.47";"5.40";"8.87";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"1.2E-8"
"CHEMBL557231";"";"None";"460.00";"0";"1.91";"24l";"Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccccc2CNCc2ccccn2)cs1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.47";"0.40";"5.91";"6.56";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"1.5E-8"
"CHEMBL541080";"";"None";"412.94";"0";"1.00";"26c";"CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"21.37";"0.48";"7.05";"6.83";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"9E-9"
"CHEMBL544030";"";"None";"342.90";"0";"1.35";"42";"COCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"27.09";"0.63";"6.95";"10.20";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"5E-9"
"CHEMBL167368";"";"None";"365.45";"0";"3.20";"7";"Cc1c(CCC2CCCCC2)c(=O)oc2cc(OS(N)(=O)=O)ccc12";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"21.41";"0.43";"4.62";"7.86";"0";"CHEMBL657915";"Compound was tested for inhibition of human carbonic anhydrase (hCA II)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"15.0"
"CHEMBL333588";"";"None";"317.41";"0";"1.54";"22a";"Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"26.76";"0.61";"6.95";"9.01";"0";"CHEMBL656569";"Inhibition of human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125318";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"3.2E-9"
"CHEMBL53964";"";"None";"352.48";"0";"0.72";"68";"C[S+]([O-])CCNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"23.65";"0.57";"7.62";"7.42";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"4.6E-9"
"CHEMBL66465";"";"None";"239.41";"0";"2.33";"6d";"CCCCCCCCSCS(N)(=O)=O";"IC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"26.39";"0.62";"3.99";"10.50";"0";"CHEMBL657917";"In vitro inhibition of purified human erythrocyte carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126746";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"480.0"
"CHEMBL120418";"";"None";"249.34";"0";"1.07";"15";"NS(=O)(=O)c1cc2c(s1)C(=O)CCS2";"IC50";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"33.91";"0.82";"7.39";"10.95";"0";"CHEMBL656573";"In vitro inhibition against purified human erythrocyte carbonic anhydrase II was determined (acetozolamide used as control.)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123900";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"3.5E-9"
"CHEMBL5819580";"";"None";"620.63";"1";"2.71";"BDBM511539";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CCC([S+]([O-])c3ccc(S(N)(=O)=O)c(F)c3F)CC2)n1";"IC50";"'='";"6.3";"nM";"8.20";"";"1071176";"UO_0000065";"13.21";"0.27";"5.49";"5.57";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"6.3"
"CHEMBL5803772";"";"None";"636.63";"1";"2.37";"BDBM511540";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CCC(S(=O)(=O)c3ccc(S(N)(=O)=O)c(F)c3F)CC2)n1";"IC50";"'='";"1.8";"nM";"8.74";"";"1071178";"UO_0000065";"13.74";"0.28";"6.37";"5.53";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"1.8"
"CHEMBL6012852";"";"None";"607.66";"2";"1.55";"BDBM511543";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CCC(S(=O)(=O)c3ncc(S(N)(=O)=O)s3)CC2)n1";"IC50";"'='";"10.0";"nM";"8.00";"";"1071184";"UO_0000065";"13.17";"0.28";"6.45";"4.68";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"10.0"
"CHEMBL5741962";"";"None";"601.56";"1";"1.89";"BDBM511524";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CCN(C(=O)c3c(F)cc(S(N)(=O)=O)cc3F)CC2)n1";"IC50";"'='";"17.6";"nM";"7.75";"";"1071150";"UO_0000065";"12.89";"0.26";"5.86";"5.37";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"17.6"
"CHEMBL5991127";"";"None";"536.58";"1";"3.03";"BDBM511535";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CCC(c3ccc(S(N)(=O)=O)cc3)CC2)n1";"IC50";"'='";"134.0";"nM";"6.87";"";"1071168";"UO_0000065";"12.81";"0.25";"3.84";"5.54";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"134.0"
